"KOD10,C,5","JEL,C,1","NEV,C,150","NEM,C,1","KOR_A,N,2,0","KOR_F,N,2,0","ERV_KEZD,C,8","ERV_VEGE,C,8"
Z9330,,Colostomával élï személy,0,0,99,19950101,29991231
Z9340,,"Egyéb m¹vi, gyomor-vagy bélstomával élï személy",0,0,99,19950101,29991231
Z9350,,Cystostomával élï személy,0,0,99,19950101,29991231
Z9360,,Egyéb mesterséges húgyrendszeri szájadékkal élï személy,0,0,99,19950101,29991231
Z9380,,Egyéb m¹vi stomával élï személy,0,0,99,19950101,29991231
Z9390,,K.m.n. m¹vi stomával élï személy,0,0,99,19950101,29991231
Z9400,,Veseátültetés után lévï személy,0,0,99,19950101,29991231
Z9410,,Szívátültetés után lévï személy,0,0,99,19950101,29991231
Z9420,,Tüdïátültetés után lévï személy,0,0,99,19950101,29991231
Z9430,,Szív- és tüdïátültetés után lévï személy,0,0,99,19950101,29991231
Z9440,,Májátültetés után lévï személy,0,0,99,19950101,29991231
Z9450,,Bïrátültetés után lévï személy,0,0,99,19950101,29991231
Z9460,,Csontátültetés után lévï személy,0,0,99,19950101,29991231
Z9470,,Szaruhártya átültetés után lévï személy,0,0,99,19950101,29991231
Z9480,,Szövet- és szervátültetés után lévï személy,0,0,99,19950101,29991231
Z9490,,"Szerv és szövetátültetés után lévï személy, k.m.n.",0,0,99,19950101,29991231
Z9500,,Ritmusszabályozóval élï személy,0,0,99,19950101,29991231
Z9510,,Aorta és koszorúér közé beültetett áthidalás,0,0,99,19950101,29991231
Z9520,,M¹billenty¹ a szívben,0,0,99,19950101,29991231
Z9530,,Xenogen m¹billenty¹ a szívben,0,0,99,19950101,29991231
Z9540,,Egyéb m¹billenty¹ a szívben,0,0,99,19950101,29991231
Z9550,,Koszorúérbe vagy helyére beépített implantátum jelenléte,0,0,99,19950101,29991231
Z9580,,Vascularis vagy cardialis implantátum jelenléte,0,0,99,19950101,29991231
Z9590,,Szív- és érrendszeri implantátum és graft,0,0,99,19950101,29991231
Z9600,,Húgyivarrendszeri implantátumot viselï személy,0,0,99,19950101,29991231
Z9610,,M¹lencsével élï személy,0,0,99,19950101,29991231
Z9620,,Fülészeti vagy hallásjavító implantátum jelenléte,0,0,99,19950101,29991231
Z9630,,M¹gégével élï személy,0,0,99,19950101,29991231
Z9640,,Belsï elválasztású mirigy implantátummal élï beteg,0,0,99,19950101,29991231
Z9650,,Fogászati és állkapocs implantátumot viselï beteg,0,0,99,19950101,29991231
Z9660,,Ízületi implantátumot viselï személy,0,0,99,19950101,29991231
Z9670,,Csont és in beültetése után lévï személy,0,0,99,19950101,29991231
Z9680,,Egyéb meghatározott beültetett m¹ködï eszközt viselï személy,0,0,99,19950101,29991231
Z9690,,K.m.n beültetett m¹ködï eszközt viselï személy,0,0,99,19950101,29991231
Z9700,,M¹szemet hordó személy,0,0,99,19950101,29991231
Z9710,,M¹végtagot viselï személy,0,0,99,19950101,29991231
Z9720,,Fogpótlást (teljes vagy részleges protézis) viselï személy,0,0,99,19950101,29991231
Z9730,,Szemüveget vagy kontaktlencsét viselï személy,0,0,99,19950101,29991231
Z9740,,Hallókészüléket viselï személy,0,0,99,19950101,29991231
Z9750,,Méhen belüli fogamzásgátlót viselï nï,2,15,99,19950101,29991231
Z9780,,"Eszközt (egyéb, meghatározott) viselï beteg",0,0,99,19950101,29991231
Z9800,,Intestinalis bypass és anastomosis állapota,0,0,99,19950101,29991231
Z9810,,Arthrodesis állapota,0,0,99,19950101,29991231
Z9820,,Cerebrospinalis liquor-drainage-al bíró beteg,0,0,99,19950101,29991231
Z9880,,M¹tét utáni egyéb meghatározott állapotok,0,0,99,19950101,29991231
Z9900,,Szívókészülékre szoruló beteg,0,0,99,19950101,29991231
Z9910,,Függïség lélegeztetïgéptïl,0,0,99,19950101,29991231
Z9920,,M¹vesekezelésre szoruló beteg,0,0,99,19950101,29991231
Z9930,,Kerekes székre szoruló beteg,0,0,99,19950101,29991231
Z9980,,Egyéb gyógyászati segédeszköztïl függï beteg,0,0,99,19950101,29991231
Z9990,,Függïség k.m.n. segédeszköztïl vagy géptïl,0,0,99,19950101,29991231
M6511,,"Tendovaginitis, tendovaginitis purulenta",0,0,99,20010401,29991231
M6512,,Mélytenyéri phlegmone,0,0,99,20010401,29991231
S3762,,Terhes méh sérülése,2,0,99,20010401,29991231
S3763,,Magzat sérülése,2,0,99,20010401,29991231
S3767,,Placenta sérülése,2,0,99,20010401,29991231
S2910,,Subleuralis mell¹ri haematoma,0,0,99,20010401,29991231
S2781,,Krónikus mell¹ri haematoma,0,0,99,20010401,29991231
T7931,,Mellkasi sérülések haematomajának suppurációja,0,0,99,20010401,29991231
J1291,,Herpesz vírusok okozta tüdïgyulladás,0,0,99,20010401,29991231
J1292,,Varicella- zooster okozta tüdïgyulladás,0,0,99,20010401,29991231
J1299,,Egyéb vírus okozta tüdïgyulladás,0,0,99,20010401,29991231
D6941,,Szerzett gátlótestes hemofília alv. fakt. és imm.suppr. kez. igénnyel,0,0,99,20010401,29991231
C0101,,A nyelvgyök rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0102,,A nyelvgyök rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0103,,A nyelvgyök rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0104,,A nyelvgyök rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0201,,A nyelv háti felszínének rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0202,,A nyelv háti felszínének rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0203,,A nyelv háti felszínének rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0204,,A nyelv háti felszínének rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0211,,A nyelv szélének rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0212,,A nyelv szélének rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0213,,A nyelv szélének rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0214,,A nyelv szélének rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0221,,A nyelv alsó felszínének rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0222,,A nyelv alsó felszínének rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0223,,A nyelv alsó felszínének rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0224,,A nyelv alsó felszínének rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0231,,"A nyelv elsï kétharmadának rosszindulatú dag., k.m.n. része I. stád.",0,0,99,20010401,29991231
C0232,,"A nyelv elsï kétharmadának rosszindulatú dag., k.m.n. része II. stád.",0,0,99,20010401,29991231
C0233,,"A nyelv elsï kétharmadának rosszindulatú dag., k.m.n. része III. stád.",0,0,99,20010401,29991231
C0234,,"A nyelv elsï kétharmadának rosszindulatú dag., k.m.n. része IV. stád.",0,0,99,20010401,29991231
C0241,,Nyelvmandula rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0242,,Nyelvmandula rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0243,,Nyelvmandula rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0244,,Nyelvmandula rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0281,,"A nyelv átfedï elváltozása, rosszindulatú daganata I. stádium",0,0,99,20010401,29991231
C0282,,"A nyelv átfedï elváltozása, rosszindulatú daganata II. stádium",0,0,99,20010401,29991231
C0283,,"A nyelv átfedï elváltozása, rosszindulatú daganata III. stádium",0,0,99,20010401,29991231
C0284,,"A nyelv átfedï elváltozása, rosszindulatú daganata IV. stádium",0,0,99,20010401,29991231
C0291,,"Nyelv rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0292,,"Nyelv rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0293,,"Nyelv rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0294,,"Nyelv rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0301,,Felsï fogíny rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0302,,Felsï fogíny rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0303,,Felsï fogíny rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0304,,Felsï fogíny rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0311,,Alsó fogíny rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0312,,Alsó fogíny rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0313,,Alsó fogíny rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0314,,Alsó fogíny rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0391,,"Fogíny rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0392,,"Fogíny rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0393,,"Fogíny rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0394,,"Fogíny rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0401,,A szájfenék elsï részének rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0402,,A szájfenék elsï részének rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0403,,A szájfenék elsï részének rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0404,,A szájfenék elsï részének rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0411,,A szájfenék oldalsó részének rosszindulatú dag. I. stádium,0,0,99,20010401,29991231
C0412,,A szájfenék oldalsó részének rosszindulatú dag. II. stádium,0,0,99,20010401,29991231
C0413,,A szájfenék oldalsó részének rosszindulatú dag. III. stádium,0,0,99,20010401,29991231
C0414,,A szájfenék oldalsó részének rosszindulatú dag. IV. stádium,0,0,99,20010401,29991231
C0481,,"A szájfenék határt átfedï elváltozása, rossz. dag. I. stádium",0,0,99,20010401,29991231
C0482,,"A szájfenék határt átfedï elváltozása, rossz. dag. II. stádium",0,0,99,20010401,29991231
C0483,,"A szájfenék határt átfedï elváltozása, rossz. dag. III. stádium",0,0,99,20010401,29991231
C0484,,"A szájfenék határt átfedï elváltozása, rossz. dag. IV. stádium",0,0,99,20010401,29991231
C0491,,"Szájfenék rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0492,,"Szájfenék rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0493,,"Szájfenék rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0494,,"Szájfenék rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0501,,Kemény szájpad rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0502,,Kemény szájpad rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0503,,Kemény szájpad rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0504,,Kemény szájpad rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0511,,Lágy szájpad rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0512,,Lágy szájpad rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0513,,Lágy szájpad rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0514,,Lágy szájpad rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0521,,Nyelvcsap rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0522,,Nyelvcsap rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0523,,Nyelvcsap rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0524,,Nyelvcsap rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0581,,"A szájpad átfedï elváltozása, rosszindulatú daganata I. stádium",0,0,99,20010401,29991231
C0582,,"A szájpad átfedï elváltozása, rosszindulatú daganata II. stádium",0,0,99,20010401,29991231
C0583,,"A szájpad átfedï elváltozása, rosszindulatú daganata III. stádium",0,0,99,20010401,29991231
C0584,,"A szájpad átfedï elváltozása, rosszindulatú daganata IV. stádium",0,0,99,20010401,29991231
C0591,,"Szájpad rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0592,,"Szájpad rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0593,,"Szájpad rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0594,,"Szájpad rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0601,,Pofanyálkahártya rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0602,,Pofanyálkahártya rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0603,,Pofanyálkahártya rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0604,,Pofanyálkahártya rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0611,,Szájtornác rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0612,,Szájtornác rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0613,,Szájtornác rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0614,,Szájtornác rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0621,,èrlïfogak mögötti terület rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0622,,èrlïfogak mögötti terület rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0623,,èrlïfogak mögötti terület rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0624,,èrlïfogak mögötti terület rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0681,,A szájüreg egyéb és k.m.n. részének átfedï rossz. dag. I. stádium,0,0,99,20010401,29991231
C0682,,A szájüreg egyéb és k.m.n. részének átfedï rossz. dag. II. stádium,0,0,99,20010401,29991231
C0683,,A szájüreg egyéb és k.m.n. részének átfedï rossz. dag. III. stádium,0,0,99,20010401,29991231
C0684,,A szájüreg egyéb és k.m.n. részének átfedï rossz. dag. IV. stádium,0,0,99,20010401,29991231
C0691,,"Száj rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0692,,"Száj rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0693,,"Száj rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0694,,"Száj rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0701,,A parotis rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0702,,A parotis rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0703,,A parotis rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0704,,A parotis rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0801,,Submandibularis nyálmirigy rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0802,,Submandibularis nyálmirigy rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0803,,Submandibularis nyálmirigy rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0804,,Submandibularis nyálmirigy rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0811,,Nyelv alatti nyálmirigy rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0812,,Nyelv alatti nyálmirigy rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0813,,Nyelv alatti nyálmirigy rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0814,,Nyelv alatti nyálmirigy rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0881,,"A nagyobb nyálmirigyek átfedï elváltozása, rossz. dag. I. stádium",0,0,99,20010401,29991231
C0882,,"A nagyobb nyálmirigyek átfedï elváltozása, rossz. dag. II. stádium",0,0,99,20010401,29991231
C0883,,"A nagyobb nyálmirigyek átfedï elváltozása, rossz. dag. III. stádium",0,0,99,20010401,29991231
C0884,,"A nagyobb nyálmirigyek átfedï elváltozása, rossz. dag. IV. stádium",0,0,99,20010401,29991231
C0891,,"Nagy nyálmirigy rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0892,,"Nagy nyálmirigy rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0893,,"Nagy nyálmirigy rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0894,,"Nagy nyálmirigy rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C0901,,Mandula árok rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0902,,Mandula árok rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0903,,Mandula árok rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0904,,Mandula árok rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0911,,Mandulaív (mellsï ill. hátsó) rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C0912,,Mandulaív (mellsï ill. hátsó) rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C0913,,Mandulaív (mellsï ill. hátsó) rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C0914,,Mandulaív (mellsï ill. hátsó) rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C0981,,"A mandula átfedï elváltozása, rosszindulatú daganata I. stádium",0,0,99,20010401,29991231
C0982,,"A mandula átfedï elváltozása, rosszindulatú daganata II. stádium",0,0,99,20010401,29991231
C0983,,"A mandula átfedï elváltozása, rosszindulatú daganata III. stádium",0,0,99,20010401,29991231
C0984,,"A mandula átfedï elváltozása, rosszindulatú daganata IV. stádium",0,0,99,20010401,29991231
C0991,,"Mandula rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C0992,,"Mandula rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C0993,,"Mandula rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C0994,,"Mandula rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C1001,,Vallecula rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1002,,Vallecula rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1003,,Vallecula rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1004,,Vallecula rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1011,,A gégefedï mellsï felszínének rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1012,,A gégefedï mellsï felszínének rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1013,,A gégefedï mellsï felszínének rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1014,,A gégefedï mellsï felszínének rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1021,,A szájgarat oldalsó falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1022,,A szájgarat oldalsó falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1023,,A szájgarat oldalsó falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1024,,A szájgarat oldalsó falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1031,,A szájgarat hátsó falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1032,,A szájgarat hátsó falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1033,,A szájgarat hátsó falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1034,,A szájgarat hátsó falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1041,,Kopoltyúív (branchiogen) hasadék rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1042,,Kopoltyúív (branchiogen) hasadék rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1043,,Kopoltyúív (branchiogen) hasadék rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1044,,Kopoltyúív (branchiogen) hasadék rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1081,,"A szájgarat átfedï elváltozása, rosszindulatú daganata I. stádium",0,0,99,20010401,29991231
C1082,,"A szájgarat átfedï elváltozása, rosszindulatú daganata II. stádium",0,0,99,20010401,29991231
C1083,,"A szájgarat átfedï elváltozása, rosszindulatú daganata III. stádium",0,0,99,20010401,29991231
C1084,,"A szájgarat átfedï elváltozása, rosszindulatú daganata IV. stádium",0,0,99,20010401,29991231
C1091,,"Szájgarat rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C1092,,"Szájgarat rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C1093,,"Szájgarat rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C1094,,"Szájgarat rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C1101,,Az orrgarat felsï falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1102,,Az orrgarat felsï falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1103,,Az orrgarat felsï falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1104,,Az orrgarat felsï falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1111,,Az orrgarat hátsó falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1112,,Az orrgarat hátsó falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1113,,Az orrgarat hátsó falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1114,,Az orrgarat hátsó falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1121,,Az orrgarat oldalfalának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1122,,Az orrgarat oldalfalának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1123,,Az orrgarat oldalfalának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1124,,Az orrgarat oldalfalának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1131,,Az orrgarat mellsï falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1132,,Az orrgarat mellsï falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1133,,Az orrgarat mellsï falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1134,,Az orrgarat mellsï falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1181,,"Az orrgarat átfedï elváltozása, rosszindulatú daganata I. stádium",0,0,99,20010401,29991231
C1182,,"Az orrgarat átfedï elváltozása, rosszindulatú daganata II. stádium",0,0,99,20010401,29991231
C1183,,"Az orrgarat átfedï elváltozása, rosszindulatú daganata III. stádium",0,0,99,20010401,29991231
C1184,,"Az orrgarat átfedï elváltozása, rosszindulatú daganata IV. stádium",0,0,99,20010401,29991231
C1191,,"Orrgarat rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C1192,,"Orrgarat rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C1193,,"Orrgarat rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C1194,,"Orrgarat rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C1201,,A sinus pyriformis rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1202,,A sinus pyriformis rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1203,,A sinus pyriformis rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1204,,A sinus pyriformis rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1301,,Gy¹r¹porc mögötti terület rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1302,,Gy¹r¹porc mögötti terület rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1303,,Gy¹r¹porc mögötti terület rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1304,,Gy¹r¹porc mögötti terület rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1311,,Aryepiglotticus redï hypopharynx felïli old. rosszind. dag. I. stád.,0,0,99,20010401,29991231
C1312,,Aryepiglotticus redï hypopharynx felïli old. rosszind. dag. II. stád.,0,0,99,20010401,29991231
C1313,,Aryepiglotticus redï hypopharynx felïli old. rosszind. dag. III. stád.,0,0,99,20010401,29991231
C1314,,Aryepiglotticus redï hypopharynx felïli old. rosszind. dag. IV. stád.,0,0,99,20010401,29991231
C1321,,A hypopharynx hátsó falának rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1322,,A hypopharynx hátsó falának rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1323,,A hypopharynx hátsó falának rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1324,,A hypopharynx hátsó falának rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1381,,"A hypopharynx átfedï elváltozása, rosszindulatú dag. I. stádium",0,0,99,20010401,29991231
C1382,,"A hypopharynx átfedï elváltozása, rosszindulatú dag. II. stádium",0,0,99,20010401,29991231
C1383,,"A hypopharynx átfedï elváltozása, rosszindulatú dag. III. stádium",0,0,99,20010401,29991231
C1384,,"A hypopharynx átfedï elváltozása, rosszindulatú dag. IV. stádium",0,0,99,20010401,29991231
C1391,,"Hypopharynx rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C1392,,"Hypopharynx rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C1393,,"Hypopharynx rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C1394,,"Hypopharynx rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C1401,,"Garat rosszindulatú daganata, k.m.n. I. stádium",0,0,99,20010401,29991231
C1402,,"Garat rosszindulatú daganata, k.m.n. II. stádium",0,0,99,20010401,29991231
C1403,,"Garat rosszindulatú daganata, k.m.n. III. stádium",0,0,99,20010401,29991231
C1404,,"Garat rosszindulatú daganata, k.m.n. IV. stádium",0,0,99,20010401,29991231
C1411,,Laryngopharynx rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1412,,Laryngopharynx rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1413,,Laryngopharynx rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1414,,Laryngopharynx rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1421,,Waldeyer-gy¹r¹ rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C1422,,Waldeyer-gy¹r¹ rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C1423,,Waldeyer-gy¹r¹ rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C1424,,Waldeyer-gy¹r¹ rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C1481,,"Az ajak, a szájüreg és a garat átfedï elvált., rossz. dag. I.st.",0,0,99,20010401,29991231
C1482,,"Az ajak, a szájüreg és a garat átfedï elvált., rossz. dag. II.st.",0,0,99,20010401,29991231
C1483,,"Az ajak, a szájüreg és a garat átfedï elvált., rossz. dag. III.st.",0,0,99,20010401,29991231
C1484,,"Az ajak, a szájüreg és a garat átfedï elvált., rossz. dag. IV.st.",0,0,99,20010401,29991231
C3001,,Orrüreg rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C3002,,Orrüreg rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C3003,,Orrüreg rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C3004,,Orrüreg rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C3011,,Középfül rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C3012,,Középfül rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C3013,,Középfül rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
C3014,,Középfül rosszindulatú daganata IV. stádium,0,0,99,20010401,29991231
C3101,,Arcüreg rosszindulatú daganata I. stádium,0,0,99,20010401,29991231
C3102,,Arcüreg rosszindulatú daganata II. stádium,0,0,99,20010401,29991231
C3103,,Arcüreg rosszindulatú daganata III. stádium,0,0,99,20010401,29991231
